1-AMINO-PROPAN-2-OL	(<i>R</i>)-1-aminopropan-2-ol
CPD-945	2'-hydroxybiphenyl-2-sulfinate
CPD-9451	2-isopropylmaleate
CPD-946	2-hydroxybiphenyl
CPD-9466	2-hydroxyethylphosphonate
CPD-9517	(2S)-2-amino-4-deoxy-chorismate
CPD-9522	phenazine-1-carboxylate
CPD-9550	6,6-kestotetraose
CPD-961	<i>N<SUP>6</SUP></i>-acetyl-<i>N<SUP>6</SUP></i>-hydroxy-L-lysine
CPD-9610	all-<i>trans</i>-decaprenyl diphosphate
CPD-9646	<i>di-trans,octa-cis</i>-undecaprenyl phosphate
CPD-9663	2-<i>epi</i>-5-<i>epi</i>-valiolone
CPD-9665	valienone
CPD-9666	validone
CPD-9667	valienone 7-phosphate
CPD-9668	validone 7-phosphate
CPD-9669	validoxylamine A
CPD-9698	CDP-&alpha;-tyvelose
CPD-9701	CDP-ascarylose
CPD-9720	menaquinone-<i>9</i>
CPD-9756	CDP-3,6-dideoxy-D-<i>glycero</i>-4-hexulose
CPD-9768	(2<i>E</i>)-hexadecenoate
CPD-9776	cocaine
CPD-9777	ecgonine methyl ester
CPD-9849	&beta;-dihydromenaquinone-9
CPD-9862	2-decaprenylphenol
CPD-9863	2-nonaprenylphenol
CPD-9864	3-decaprenyl-4-hydroxybenzoate
CPD-9865	6-(<i>all-trans</i>-decaprenyl)-2-methoxy-phenol
CPD-9866	2-methoxy-6-(<i>all-trans</i>-nonaprenyl)phenol
CPD-9867	3-(<i>all-trans</i>-decaprenyl)benzene-1,2-diol
CPD-9868	3-(<i>all-trans</i>-nonaprenyl)benzene-1,2-diol
CPD-9869	<i>all trans</i>-decaprenyl-2-methoxy-6-1,4-benzoquinol
CPD-9870	2-methoxy-6-<i>all trans</i>-nonaprenyl-1,4-benzoquinol
CPD-9871	6-methoxy-3-methyl-2-<i>all-trans</i>-decaprenyl-1,4-benzoquinol
CPD-9872	6-methoxy-3-methyl-2-<i>all-trans</i>-nonaprenyl-1,4-benzoquinol
CPD-9873	3-demethylubiquinol-10
CPD-9893	chelirubine
CPD-9905	3&beta;-hydroxy-9&beta;-pimara-7,15-diene-19,6&beta;-olide
CPD-9906	15-<i>cis</i>-4,4'-diapophytoene
CPD-9908	<i>all-trans</i>-4,4'-diapophytofluene
CPD-9910	<i>all-trans</i>-4,4'-diapo-&zeta;-carotene
CPD-9911	<i>all-trans</i>-4,4'-diaponeurosporene
CPD-9912	4,4'-diaponeurosporenal
CPD-9913	4,4'-diaponeurosporenoate
CPD-9915	glucosyl-4,4'-diaponeurosporenoate
CPD-9923	(1<i>R</i>,6<i>R</i>)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate
CPD-9924	2-succinyl-5-enolpyruvoyl-6-hydroxy-3-cyclohexene-1-carboxylate
CPD-9925	1,4-dihydroxy-2-naphthoyl-CoA
CPD-9937	diphenylamine
CPD-9939	harmaline
CPD-9949	1-phenylpropane-1,2-dione
CPD-9958	ubiquinol-<i>10</i>
CPD-9959	(+)-<i>epi</i>-isozizaene
CPD-9960	(5<i>S</i>)-albaflavenol
CPD-9961	(5<i>R</i>)-albaflavenol
CPD-9962	albaflavenone
CPD-9965	icosanoyl-CoA
CPD-9978	(6<i>E</i>)-8-oxogeranial
CPD-9985	petrobactin
CPD-9986	achromobactin
CPD-9989	pre-acinetobactin
CPD-9992	pyochelin
CPD-9995	carboxynorspermidine
CPD-9999	<i>N</i>-acetylphosphinothricin
CPD0-1025	bromohydrin of isopentenyl pyrophosphate
CPD0-1032	(R)-&beta;-lysine
CPD0-1053	UDP-[3-F]galactofuranose
CPD0-1063	2-<I>O</I>-(6-phospho-&alpha;-D-mannosyl)-D-glycerate
CPD0-1068	(methyl)phosphonate
CPD0-1074	(aminomethyl)phosphonate
CPD0-1080	GlcNAc-1,6-anhMurNAc-L-Ala-&gamma;-D-Glu-DAP-D-Ala
CPD0-1081	<i>N</i>-acetyl-&beta;-D-glucosamine-1,6-anhydro-<i>N</i>-acetyl-&beta;-D-muramate
CPD0-1082	L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine
CPD0-1083	<i>aldehydo</i>-L-galactonate
CPD0-1086	glutaminyl-&beta;-ketophosphonate-adenosine
CPD0-1088	CHAPS
CPD0-1090	L-idarate
CPD0-1092	D-idarate
CPD0-1112	&beta;-L-rhamnopyranose
CPD0-1113	fosfomycin
CPD0-1123	<i>N</i>-acetyl-&beta;-neuraminate
CPD0-1133	maltoheptaose
CPD0-1137	<i>P</i><sup>1</sup>,<i>P</i><sup>5</sup>-<i>bis</i>(5'-adenosyl) pentaphosphate
CPD0-1143	azaguanine
CPD0-1151	lipid A-core 1-diphosphate
CPD0-1156	2-methyl-1,4-benzoquinone
CPD0-1157	methyl-1,4-benzoquinol
CPD0-1158	(3<i>E</i>,5<i>Z</i>)-tetradeca-3,5-dienoyl-CoA
CPD0-1159	(3E,5Z)-tetradecadienoate
CPD0-1162	(2E,5Z)-tetradecenoyl-CoA
CPD0-1163	(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA
CPD0-1187	adenosine-2',5'-bisphosphate
CPD0-1189	4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate
CPD0-1193	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine
CPD0-1194	5'-D-arabinosyladenine triphosphate
CPD0-1198	L-lyxonate
CPD0-1202	isoprimeverose
CPD0-1231	2-mercaptoglutarate
CPD0-1234	isoleucine tetrazole
CPD0-1237	<i>N</i>-3-fumaroyl-L-2,3-diaminopropanoate
CPD0-1251	dihydrohomopteroate
CPD0-1252	dihydro-10-thiopteroate
CPD0-1253	dihydroisopteroate
CPD0-1255	10-methyl-5,6,7,8-tetrahydropteroylglutamate
CPD0-1267	isophthalate
CPD0-1277	polymyxin B1
CPD0-1280	tetraacyldisaccharide 4-phosphate
CPD0-1281	lipid IV<SUB>B</SUB>
CPD0-1283	lipid A (<i>E. coli</i>)
CPD0-1284	lipid A (<i>R. sphaeroides</i>)
CPD0-1308	glyphosate
CPD0-1313	mersalyl acid
CPD0-1319	5'-deoxyuridine
CPD0-1320	5'-azido-5-deoxyuridine
CPD0-1321	5'-iodo-5'-deoxyuridine
CPD0-1322	5'-amino-5'-deoxyuridine
CPD0-1327	5-fluorouracil
CPD0-1328	N-acetylmuramate(alpha-methyl)-L-alanyl-D-glutamate
CPD0-1329	N-acetylmuramate(beta-methyl)-L-alanyl-D-glutamate
CPD0-1330	1-phospho-N-acetylmuramoyl-L-alanyl-D-glutamate
CPD0-1331	dihydrouridine-diphosphate-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamate
CPD0-1357	2-iodo-L-isoleucine-NHSO<sub>2</sub>-AMP
CPD0-1358	actinonin
CPD0-1359	calpeptin
CPD0-1360	4-(4-hydroxyphenoxy)-3,5-diiodophenyl acetate
CPD0-1363	5-((2-iodoacetamido)ethyl)-1-aminonapthalene sulfate
CPD0-1370	&alpha;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate
CPD0-1372	&alpha;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphonate
CPD0-1373	&beta;-(2,6-anhydro-3-deoxy-D-arabino-heptulopyranosid)onate 7-phosphate
CPD0-1374	DAHP-o-methyl glycoside
CPD0-1380	<i>N</i>-benzylglycine
CPD0-1413	levallorphan
CPD0-1414	tetracycline
CPD0-1415	pGpp
CPD0-1422	dipalmitoyl phosphatidate
CPD0-1423	1-stearoyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate
CPD0-1425	1,2-dimyristoyl-<i>sn</i>-glycerol 3-phosphate
CPD0-1426	pyrithiamine phosphate
CPD0-1436	fumagillin
CPD0-1445	L-alanyl-L-glutamate
CPD0-1455	<i>S</i>-hexylglutathione
CPD0-1456	UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine
CPD0-1457	ethyleneglycol phosphate
CPD0-1458	1,3-propanediol-P
CPD0-1465	adenosine 5'[&beta;,&gamma;-methylene]triphosphate
CPD0-1470	guanidinium
CPD0-1472	tetrahydropteroyl-&alpha;-glutamylglutamate
CPD0-1473	pteroyl-&gamma;-glutamyl-&gamma;-glutamylglutamate
CPD0-1474	5-methyl-tetrahydropteroyl-&alpha;-glutamylglutamate
CPD0-1476	chloral hydrate
CPD0-1486	rCdRP
CPD0-1487	5-fluoroanthranilate
CPD0-1488	5-methylanthranilate
CPD0-1489	4-methylanthranilate
CPD0-1490	3-methylanthranilate
CPD0-1496	sodium arsenite
CPD0-1507	O-methylserine
CPD0-1512	N-acetylglucosaminolactone
CPD0-1520	muramate
CPD0-1545	penem CGP31608
CPD0-1546	bolton and Hunter derivative of ampicillin
CPD0-1552	Bz<sub>2</sub>ATP
CPD0-1562	DL-selenocystine
CPD0-1564	D-cystine
CPD0-1574	N10-formyl-2,4-diaminodideazafolate
CPD0-1575	&beta;-thiogardideazafolate
CPD0-1576	N10-(bromoacetyl)-5,8-dideazafolate
CPD0-1581	trimethoprim
CPD0-1583	pyrimethamine
CPD0-1584	2,4-diamino-6-ethyl-5,3'-(2-cyclohexylphenoxy)prop-1'-yloxypyrimidine
CPD0-1585	2,4-diamino-6-ethyl-5,3'-(2-trifluoromethylphenoxy)prop-1'-yloxypyrimidine
CPD0-1586	2,4-diamino-6-methyl-5,3'-(3-nitrophenoxy)prop-1'-yloxypyrimidine
CPD0-1587	2,4-diamino-6-methyl-5,3'-(2-trifluoromethylphenoxy)prop-1'-yloxypyrimidine
CPD0-1588	2,4-diamino-6-methyl-5,3'-(3-trifluoromethylphenoxy)prop-1'-yloxypyrimidine
CPD0-1590	1-(p-butylphenyl)-2,2-dimethyl-4,6-diamino-1,2-dihydro-s-triazine
CPD0-1591	5-[[4-methoxy-3-(phenylmethoxy)phenyl]methyl]-2,4-pyrimidinediamine
CPD0-1594	2,4-diamino-6-ethyl-5,3'-(2-trifluoromethyl-4-sulphonamidophenoxy)prop-1'-yloxypyrimidine
CPD0-1596	10-formyl-tetrahydropterote
CPD0-1604	2-hydroxy-3-butynoate
CPD0-1610	NaCN
CPD0-1612	4-deoxy-D-glucarate
CPD0-1613	xylarohydroxamate
CPD0-1629	digitonin
CPD0-1643	<i>N</i>-acetyl-&alpha;-D-muramate 1-phosphate
CPD0-1646	&alpha;-D-galactosamine-1-phosphate
CPD0-1651	MgADP
CPD0-1655	mannonic amide
CPD0-1656	glucuronamide
CPD0-1667	phenyl-&beta;-D-glucoside
CPD0-1668	phenyl-&alpha;-D-glucoside
CPD0-1669	&beta; -methyl maltoside
CPD0-1699	6-carboxy-5,6,7,8-tetrahydropterin
CPD0-1708	5-chloro-2-propyl-3-[2''-(1H-tetrazol-5-ylmethyl)-[1,1',4',1'']terphenyl-4-yl]-3H-imidazo[4,5-b]pyridine
CPD0-1882	cytidylyl molybdenum cofactor
CPD0-1883	5'-O-[N-(L-glutamyl)-sulfamoyl] adenosine
CPD0-1884	glutamyl-&beta;-ketophosphonate-adenosine
CPD0-1905	8-oxo-dGTP
CPD0-1932	1-methylguanine
CPD0-1938	ethidium
CPD0-1942	(S)-2-aminobutanoate
CPD0-1965	N&alpha;,N&epsilon;-diacetyl-lysyl-D-alanyl-D-alanine
CPD0-2018	5-methylcytosine
CPD0-2019	2&beta;-deoxy Kdo
CPD0-2021	bacimethrin pyrophosphate
CPD0-2030	glycerophosphoserine
CPD0-2056	norophthalmate
CPD0-2060	2,6-diaminopurine
CPD0-2067	captopril
CPD0-2099	3,4,-dihydroxybutylphosphonate
CPD0-2101	5,6,7,8-tetrahydromonapterin
CPD0-2108	(2<i>E</i>)-oct-2-enoyl-CoA
CPD0-2113	1-stearoyl-<i>sn</i>-glycerol 3-phosphate
CPD0-2121	<i>trans</i>-hex-2-enoyl-CoA
CPD0-2189	4-hydroxy-L-threonine
CPD0-2190	L-alanyl-D-glutamate
CPD0-2279	<i>E. coli</i> O16 antigen monomer-diphosphoundecaprenol
CPD0-2298	(<i>S</i>)-ureidoglycine
CPD0-2306	casuarine
CPD0-2331	3-ureidoacrylate
CPD0-2338	(<i>Z</i>)-3-ureidoacrylate peracid
CPD0-2339	aminoacrylate
CPD0-2340	(<i>Z</i>)-3-peroxyaminoacrylate
CPD0-2357	furfural
CPD0-2362	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA
CPD0-2363	2-oxepin-2(3H)-ylideneacetyl-CoA
CPD0-2364	3-oxo-5,6-didehydrosuberyl-CoA
CPD0-2370	<i>S</i>-(acet-2-yl)-glutathione
CPD0-2463	5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate
CPD0-2467	3-hydroxy-5-phosphooxypentane-2,4-dione
CPD0-2468	3,4,4-trihydroxy-5-phosphooxypentan-2-one
CPD0-2472	(<i>R</i>)-NADHX
CPD0-2474	(<i>S</i>)-NADPHX
CPD0-2477	3-propylcatechol
CPD0-2479	&alpha;-D-ribose-1-(methyl)phosphonate-5-triphosphate
CPD0-2480	&alpha;-D-ribose-1-methylphosphonate 5-phosphate
CPD0-2482	ferric-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer] complex
CPD0-2483	<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer
CPD0-2499	methyl &beta;-D-glucoside 6-phosphate
CPD0-2500	<i>p</i>-nitrophenyl-&alpha;-D-galactopyranoside
CPD0-2501	<i>N</i>-monoacetylchitobiose 6'-phosphate
CPD0-2518	(acetamidomethyl)phosphonate
CPD0-2521	[(<i>S</i>)-1-aminoethyl]phosphonate
CPD0-2552	m<sup>7</sup>GTP
CPD0-2558	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA
CPD0-2581	pseudomonate A
CPD0-2595	2-hydroxypropyl-&beta;-cyclodextrin
CPD0-2597	faropenem
CPD0-2598	AM-112
CPD0-2599	mecillinam
CPD0-2600	doripenem
CPD0-2601	ceftobiprole
CPD0-2602	cefepime
CPD0-2634	pGp
CPD0-2640	M-antigen monomer undecaprenyl diphosphate
CPD0-2652	1-palmitoyl-2-oleoyl-<i>sn</i>-glycero-3-[phospho-rac-(1-glycerol)]
CPD0-2653	diphosphatidylglycerol
CPD0-441	fosmidomycin
CPD0-881	<i>N</i>-acetyl-D-muramate 6-phosphate
CPD0-882	1,6-anhydro-<i>N</i>-acetyl-&beta;-muramate
CPD0-888	4-deoxy-4-formamido-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate
CPD0-889	<i>N</i>-(4-aminobenzoyl)-L-glutamate
CPD0-903	N-ethylsuccinimide
CPD0-929	heptosyl-Kdo<sub>2</sub>-lipid A
CPD0-930	(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A
CPD0-932	glucosyl-(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A
CPD0-933	glucosyl-(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A-phosphate
CPD0-934	glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-phosphate
CPD0-935	glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate
CPD0-936	galactosyl-glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate
CPD0-937	galactosyl-(glucosyl)<sub>2</sub>-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate
CPD0-938	galactosyl-(glucosyl)<sub>3</sub>-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate
CPD0-939	core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type)
CPD1F-114	<i>all-trans</i>-lycopene
CPD1F-126	&gamma;-carotene
CPD1F-129	&beta;-carotene
CPD1F-130	zeaxanthin
CPD1F-437	quercetin-3-glucoside
CPD1F-98	<i>all-trans</i>-&zeta;-carotene
CPD1G-0	1-(2-amino-2-deoxy-&alpha;-D-glucopyranosyl)-1D-myo-inositol
CPD1G-105	6-O-cis-methoxy-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-106	6-O-trans-methoxy-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-107	6-O-cis-keto-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-108	6-O-trans-keto-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-120	deacetylmycothiol
CPD1G-130	mycothiol-bimane conjugate
CPD1G-1344	&alpha;, &alpha;'-trehalose 6-&alpha;-mycolate
CPD1G-1345	trehalose-cis-methoxy-mono-mycolate
CPD1G-1346	trehalose-trans-methoxy-mono-mycolate
CPD1G-1353	trehalose-cis-keto-mono-mycolate
CPD1G-1354	trehalose-trans-keto-mono-mycolate
CPD1G-1532	arabinogalactan-cis-methoxy-mycolate
CPD1G-1533	arabinogalactan-trans-methoxy-mycolate
CPD1G-1534	arabinogalactan-cis-keto-mycolate
CPD1G-1535	arabinogalactan-trans-keto-mycolate
CPD1G-185	bimane <i>N</i>-acetyl-L-cysteinyl conjugate
CPD1G-2	mycothiol
CPD1G-277	cerotoyl-CoA
CPD1G-332	2-carboxy-cerotoyl-CoA
CPD1G-69	D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-768	6-O-&alpha;-mycolyl-trehalose 6-phosphate
CPD1G-771	6-O-cis-methoxy-mycolyl-trehalose 6-phosphate
CPD1G-772	6-O-trans-methoxy-mycolyl-trehalose 6-phosphate
CPD1G-773	6-O-cis-keto-mycolyl-trehalose 6-phosphate
CPD1G-774	6-O-trans-keto-mycolyl-trehalose 6-phosphate
CPD1G-83	6-O-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol
CPD1G-852	trehalose-cis-methoxy-di-mycolate
CPD1G-853	trehalose-trans-methoxy-di-mycolate
CPD1G-854	trehalose-cis-keto-di-mycolate
CPD1G-855	trehalose-trans-keto-di-mycolate
CPD1UA-41	(4-octanoyl-5-oxo-2H-furan-3-yl)methyl phosphate
CPD1UA-42	[4-(6-methyloctanoyl)-5-oxo-2H-furan-3-yl]methyl phosphate
CPD1UA-44	[(3S)-4-octanoyl-5-oxooxolan-3-yl]methyl phosphate
CPD1UA-45	[(3S)-4-(6-methyloctanoyl)-5-oxooxolan-3-yl]methyl phosphate
CPD1UA-57	2-oxo-3-(phosphooxy)propyl 8-methyl-3-oxodecanoate
CPD1UA-58	2-oxo-3-(phosphooxy)propyl 3-oxodecanoate
CPD3O-4151	4-tyrosol
CPD490-7	(6R)-tetrahydrobiopterin-&beta;-D-glucoside
CPD66-28	pregn-5-ene-3,20-dione
CPD66-29	5-androstene-3,17-dione
CPD8J2-1	(<i>S</i>)-malyl <i>N</i>-acetyl-&alpha;-D-glucosaminide
CPD8J2-2	(<i>S</i>)-malyl &alpha;-D-glucosaminide
CPD8J2-3	bacillithiol
CPDMETA-13643	pentalenate
CPDMETA-13650	3-oxo-5,6-didehydrosuberyl-CoA semialdehyde
CPDMETA-13651	perakine
CPDMETA-13652	raucaffrinoline
CPDN-385	trans-O-hydroxybenzylidenepyruvate
CPDQT-27	6-(methylsulfanyl)-2-oxohexanoate
CPDQT-28	7-(methylsulfanyl)-2-oxoheptanoate
CPDQT-29	8-(methylsulfanyl)-2-oxooctanoate
CPDQT-30	9-(methylsulfanyl)-2-oxononanoate
CPDQT-31	2-[(3'-methylsulfanyl)propyl]malate
CPDQT-32	2-[(4'-methylsulfanyl)butyl]malate
CPDQT-33	2-[(5'-methylsulfanyl)pentyl]malate
CPDQT-34	2-[(6'-methylsulfanyl)hexyl]malate
CPDQT-340	L-dihomomethionine
CPDQT-35	2-[(7'-methylsulfanyl)heptyl]malate
CPDQT-36	3-[(3'-methylsulfanyl)propyl]malate
CPDQT-37	3-[(4'-methylsulfanyl)butyl]malate
CPDQT-38	3-[(5'-methylsulfanyl)pentyl]malate
CPDQT-39	3-[(6'-methylsulfanyl)hexyl]malate
CPDQT-4	&beta;-L-galactose 1-phosphate
CPDQT-40	3-[(7'-methylsulfanyl)heptyl]malate
CPDQT-41	10-(methylsulfanyl)-2-oxodecanoate
CR+3	Cr<sup>3+</sup>
CREATINE	creatine
CREATINE-P	<i>N</i><sup>&omega;</sup>-phosphocreatine
CROTONOBETAINYL-COA	crotonobetainyl-CoA
CROTONYL-COA	crotonyl-CoA
CTP	CTP
CU+	Cu<SUP>+</SUP>
CU+2	Cu<SUP>2+</SUP>
CUSO4	copper sulfate
CYANURIC-ACID	cyanuric acid
CYCLOHEXANOL	cyclohexanol
CYCLOHEXANONE	cyclohexanone
CYCLOPENTANOL	cyclopentanol
CYCLOPENTANONE	cyclopentanone
CYS	L-cysteine
CYS-GLY	L-cysteinylglycine
CYSTAMINE	cystamine
CYSTINE	L-cystine
CYTIDINE	cytidine
CYTOSINE	cytosine
CoM	coenzyme M
D-6-P-GLUCONO-DELTA-LACTONE	6-phospho D-glucono-1,5-lactone
D-ALA-D-ALA	D-alanyl-D-alanine
D-ALANINE	D-alanine
D-ALLOSE-6-PHOSPHATE	<i>aldehydo</i>-D-allose 6-phosphate
D-ALLULOSE-6-PHOSPHATE	D-allulose 6-phosphate
D-ALTRONATE	D-altronate
D-BETA-D-HEPTOSE-1-P	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1-phosphate
D-BETA-D-HEPTOSE-17-DIPHOSPHATE	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1,7-bisphosphate
D-CARNITINE	D-carnitine
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	D-erythro-imidazole-glycerol-phosphate
D-ERYTHRULOSE	D-erythrulose
D-GALACTARATE	D-galactarate
D-GALACTONATE	D-galactonate
D-GALACTONO-1-4-LACTONE	D-galactono-1,4-lactone
D-GLT	D-glutamate
D-GLUCARATE	D-glucarate
D-LACTATE	(<i>R</i>)-lactate
D-LACTOYL-COA	(<i>R</i>)-lactoyl-CoA
D-MANNONATE	D-mannonate
D-METHYL-MALONYL-COA	(S)-methylmalonyl-CoA
D-MYO-INOSITOL-1-MONOPHOSPHATE	1D-<i>myo</i>-inositol 1-monophosphate
D-PROLINE	D-proline
D-RIBULOSE	D-ribulose
D-RIBULOSE-1-P	D-ribulose 1-phosphate
D-SERINE	D-serine
D-SORBITOL-6-P	D-sorbitol 6-phosphate
D-TAGATURONATE	D-tagaturonate
D-TARTRATE	D-tartrate
D-THREONINE	D-threonine
D-XYLONATE	D-xylonate
D-XYLULOSE	D-xylulose
D-aspartate-peptidoglycan	<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine
DADP	dADP
DAIDZEIN	daidzein
DAMP	dAMP
DATP	dATP
DCDP	dCDP
DCMP	dCMP
DCTP	dCTP
DEACETOXYCEPHALOSPORIN-C	deacetoxycephalosporin C
DEACETYLCEPHALOSPORIN-C	deacetylcephalosporin C
DEAMIDO-NAD	nicotinate adenine dinucleotide
DEHYDRO-3-DEOXY-L-RHAMNONATE	2-dehydro-3-deoxy-L-rhamnonate
DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE	2-dehydro-3-deoxy-D-galactonate 6-phosphate
DEHYDROQUINATE	3-dehydroquinate
DELTA-TOCOPHEROL	&delta;-tocopherol
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate
DELTA1-PYRROLINE_2-CARBOXYLATE	1-pyrroline-2-carboxylate
DELTA3-ISOPENTENYL-PP	isopentenyl diphosphate
DEMETHYLMACROCIN	demethylmacrocin
DEOXY-D-RIBOSE-1-PHOSPHATE	2-deoxy-&alpha;-D-ribose 1-phosphate
DEOXYADENOSINE	2'-deoxyadenosine
DEOXYAMIDINOPROCLAVAMINATE	deoxyamidinoproclavaminate
DEOXYCHOLATE	deoxycholate
DEOXYCHOLYL-COA	deoxycholoyl-CoA
DEOXYCYTIDINE	2'-deoxycytidine
DEOXYGUANOSINE	2'-deoxyguanosine
DEOXYINOSINE	2'-deoxyinosine
DEOXYURIDINE	2'-deoxyuridine
DEOXYXYLULOSE-5P	1-deoxy-D-xylulose 5-phosphate
DEPHOSPHO-COA	3'-dephospho-CoA
DESMOSTEROL-CPD	desmosterol
DGDP	dGDP
DGMP	dGMP
DGTP	dGTP
DI-H-OROTATE	(<i>S</i>)-dihydroorotate
DI-H-URACIL	5,6-dihydrouracil
DIACETYL	diacetyl
DIACETYLCHITOBIOSE-6-PHOSPHATE	<I>N,N'</i>-diacetylchitobiose 6'-phosphate
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
DICHLOROETHENE	<i>cis</i>-1,2-dichloroethene
DICOUMAROL	dicoumarol
DIETHYLDITHIOCARBAMATE	diethyldithiocarbamate
DIETHYLPYROCARBONATE	diethylpyrocarbonate
DIHYDRO-DIOH-BENZOATE	(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate
DIHYDRO-NEO-PTERIN	7,8-dihydroneopterin
DIHYDRO-THYMINE	5,6-dihydrothymine
DIHYDROCHELIRUBINE	dihydrochelirubine
DIHYDROCLAVAMINATE	dihydroclavaminate
DIHYDROFOLATE	7,8-dihydrofolate monoglutamate
DIHYDRONEOPTERIN-P	7,8-dihydroneopterin 3'-phosphate
DIHYDRONEOPTERIN-P3	7,8-dihydroneopterin 3'-triphosphate
DIHYDROPTERIN-CH2OH-PP	(7,8-dihydropterin-6-yl)methyl diphosphate
DIHYDROSANGUINARINE	dihydrosanguinarine
DIHYDROXY-ACETONE-PHOSPHATE	glycerone phosphate
DIHYDROXY-BUTANONE-P	1-deoxy-L-glycero-tetrulose 4-phosphate
DIHYDROXYACETONE	dihydroxyacetone
DIHYDROXYNAPHTHOATE	1,4-dihydroxy-2-naphthoate
DIHYDROXYPENTANEDIONE	autoinducer 2
DIHYDROXYPHENYLGLYCOLALDEHYDE	3,4-dihydroxyphenylglycolaldehyde
DIISOPROPYL-FLUOROPHOSPHATE	diisopropyl fluorophosphate
DIISOPROPYL-PHOSPHATE	diisopropyl phosphate
DIMETHYL-GLYCINE	<i>N,N</i>-dimethylglycine
DIMETHYLAMINE	dimethylamine
DIMETHYLARSINATE	cacodylate
DIMETHYLBENZIMIDAZOLE	5,6-dimethylbenzimidazole
DITHIO-NITROBENZOATE	5,5'-dithio-bis-2-nitrobenzoate
DITHIOTHREITOL	L-dithiothreitol
DIUMYCIN	diumycin
DIVINYL-PROTOCHLOROPHYLLIDE-A	3,8-divinyl protochlorophyllide <i>a</i>
DIVINYLCHLOROPHYLLIDE-A	3,8-divinyl chlorophyllide <i>a</i>
DMPBQ	2,3-dimethyl-6-phytyl-1,4-benzoquinol
DOCOSANOATE	behenate
DODECANOATE	laurate
DPG	3-phospho-D-glyceroyl-phosphate
DTDP-D-FUCOSE	dTDP-&alpha;-D-fucopyranose
DTDP-D-GLUCOSE	dTDP-&alpha;-D-glucose
DTDP-DEOH-DEOXY-GLUCOSE	dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose
DTDP-DEOH-DEOXY-MANNOSE	dTDP-4-dehydro-&beta;-L-rhamnose
DTDP-RHAMNOSE	dTDP-&beta;-L-rhamnose
DUMP	dUMP
DUTP	dUTP
ECTOINE	ectoine
EDTA	EDTA
EGTA	EGTA
ENTEROBACTIN	enterobactin
