1-2-Diglycerides	a 1,2-diglyceride
GO:0019595	non-phosphorylated glucose catabolic process
GO:0019607	phenylethylamine catabolic process
GO:0019619	3,4-dihydroxybenzoate catabolic process
GO:0019622	3-(3-hydroxy)phenylpropionate catabolic process
GO:0019629	propionate catabolic process, 2-methylcitrate cycle
GO:0019632	shikimate metabolic process
GO:0019634	organic phosphonate metabolic process
GO:0019645	anaerobic electron transport chain
GO:0019646	aerobic electron transport chain
GO:0019664	mixed acid fermentation
GO:0019665	anaerobic amino acid catabolic process
GO:0019673	GDP-mannose metabolic process
GO:0019674	NAD metabolic process
GO:0019676	ammonia assimilation cycle
GO:0019677	NAD catabolic process
GO:0019679	propionate metabolic process, methylcitrate cycle
GO:0019686	purine nucleoside interconversion
GO:0019693	ribose phosphate metabolic process
GO:0019698	D-galacturonate catabolic process
GO:0019700	organic phosphonate catabolic process
GO:0019720	Mo-molybdopterin cofactor metabolic process
GO:0019740	nitrogen utilization
GO:0019752	carboxylic acid metabolic process
GO:0019805	quinolinate biosynthetic process
GO:0019808	polyamine binding
GO:0019809	spermidine binding
GO:0019810	putrescine binding
GO:0019825	oxygen binding
GO:0019826	oxygen sensor activity
GO:0019829	cation-transporting ATPase activity
GO:0019835	cytolysis
GO:0019843	rRNA binding
GO:0019852	L-ascorbic acid metabolic process
GO:0019853	L-ascorbic acid biosynthetic process
GO:0019854	L-ascorbic acid catabolic process
GO:0019856	pyrimidine nucleobase biosynthetic process
GO:0019858	cytosine metabolic process
GO:0019859	thymine metabolic process
GO:0019866	organelle inner membrane
GO:0019867	outer membrane
GO:0019877	diaminopimelate biosynthetic process
GO:0019878	lysine biosynthetic process via aminoadipic acid
GO:0019897	extrinsic component of plasma membrane
GO:0019898	extrinsic component of membrane
GO:0019899	enzyme binding
GO:0019904	protein domain specific binding
GO:0019935	cyclic-nucleotide-mediated signaling
GO:0019985	translesion synthesis
GO:0019988	charged-tRNA amino acid modification
GO:0019992	diacylglycerol binding
GO:0020037	heme binding
GO:0022417	protein maturation by protein folding
GO:0022611	dormancy process
GO:0022625	cytosolic large ribosomal subunit
GO:0022627	cytosolic small ribosomal subunit
GO:0022804	active transmembrane transporter activity
GO:0022834	ligand-gated channel activity
GO:0022838	substrate-specific channel activity
GO:0022857	transmembrane transporter activity
GO:0022870	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
GO:0022872	protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity
GO:0022877	protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity
GO:0022883	zinc efflux transmembrane transporter activity
GO:0022889	serine transmembrane transporter activity
GO:0022900	electron transport chain
GO:0022904	respiratory electron transport chain
GO:0023014	signal transduction by protein phosphorylation
GO:0030001	metal ion transport
GO:0030007	cellular potassium ion homeostasis
GO:0030060	L-malate dehydrogenase activity
GO:0030091	protein repair
GO:0030145	manganese ion binding
GO:0030151	molybdenum ion binding
GO:0030163	protein catabolic process
GO:0030164	protein denaturation
GO:0030170	pyridoxal phosphate binding
GO:0030234	enzyme regulator activity
GO:0030244	cellulose biosynthetic process
GO:0030245	cellulose catabolic process
GO:0030246	carbohydrate binding
GO:0030258	lipid modification
GO:0030259	lipid glycosylation
GO:0030266	quinate 3-dehydrogenase (NAD+) activity
GO:0030267	glyoxylate reductase (NADP) activity
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
GO:0030288	outer membrane-bounded periplasmic space
GO:0030307	positive regulation of cell growth
GO:0030308	negative regulation of cell growth
GO:0030366	molybdopterin synthase activity
GO:0030371	translation repressor activity
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:0030395	lactose binding
GO:0030410	nicotianamine synthase activity
GO:0030418	nicotianamine biosynthetic process
GO:0030428	cell septum
GO:0030429	kynureninase activity
GO:0030435	sporulation resulting in formation of a cellular spore
GO:0030488	tRNA methylation
GO:0030490	maturation of SSU-rRNA
GO:0030497	fatty acid elongation
GO:0030573	bile acid catabolic process
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GO:0030611	arsenate reductase activity
GO:0030613	oxidoreductase activity, acting on phosphorus or arsenic in donors
GO:0030632	D-alanine biosynthetic process
GO:0030641	regulation of cellular pH
GO:0030674	protein binding, bridging
GO:0030697	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
GO:0030798	trans-aconitate 2-methyltransferase activity
GO:0030894	replisome
GO:0030955	potassium ion binding
GO:0030961	peptidyl-arginine hydroxylation
GO:0030964	NADH dehydrogenase complex
GO:0030973	molybdate ion binding
GO:0030975	thiamine binding
GO:0030976	thiamine pyrophosphate binding
GO:0030980	alpha-glucan catabolic process
GO:0030983	mismatched DNA binding
GO:0031004	potassium ion-transporting ATPase complex
GO:0031071	cysteine desulfurase activity
GO:0031072	heat shock protein binding
GO:0031073	cholesterol 26-hydroxylase activity
GO:0031118	rRNA pseudouridine synthesis
GO:0031119	tRNA pseudouridine synthesis
GO:0031132	serine 3-dehydrogenase activity
GO:0031162	sulfur incorporation into metallo-sulfur cluster
GO:0031167	rRNA methylation
GO:0031177	phosphopantetheine binding
GO:0031218	arabinogalactan endo-1,4-beta-galactosidase activity
GO:0031220	maltodextrin phosphorylase activity
GO:0031224	intrinsic component of membrane
GO:0031225	anchored component of membrane
GO:0031226	intrinsic component of plasma membrane
GO:0031230	intrinsic component of cell outer membrane
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane
GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane
GO:0031236	extrinsic component of periplasmic side of plasma membrane
GO:0031237	intrinsic component of periplasmic side of plasma membrane
GO:0031241	periplasmic side of cell outer membrane
GO:0031246	intrinsic component of periplasmic side of cell outer membrane
GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex
GO:0031280	negative regulation of cyclase activity
GO:0031297	replication fork processing
GO:0031365	N-terminal protein amino acid modification
GO:0031388	organic acid phosphorylation
GO:0031402	sodium ion binding
GO:0031403	lithium ion binding
GO:0031404	chloride ion binding
GO:0031405	lipoic acid binding
GO:0031418	L-ascorbic acid binding
GO:0031419	cobalamin binding
GO:0031420	alkali metal ion binding
GO:0031421	invertasome
GO:0031427	response to methotrexate
GO:0031459	glycine betaine-transporting ATPase activity
GO:0031460	glycine betaine transport
GO:0031564	transcription antitermination
GO:0031638	zymogen activation
GO:0031669	cellular response to nutrient levels
GO:0031670	cellular response to nutrient
GO:0031956	medium-chain fatty acid-CoA ligase activity
GO:0031969	chloroplast membrane
GO:0031975	envelope
GO:0031976	plastid thylakoid
GO:0031981	nuclear lumen
GO:0031992	energy transducer activity
GO:0032025	response to cobalt ion
GO:0032026	response to magnesium ion
GO:0032049	cardiolipin biosynthetic process
GO:0032131	alkylated DNA binding
GO:0032135	DNA insertion or deletion binding
GO:0032136	adenine/cytosine mispair binding
GO:0032150	ubiquinone biosynthetic process from chorismate
GO:0032153	cell division site
GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate
GO:0032196	transposition
GO:0032238	adenosine transport
GO:0032259	methylation
GO:0032261	purine nucleotide salvage
GO:0032263	GMP salvage
GO:0032264	IMP salvage
GO:0032265	XMP salvage
GO:0032267	tRNA(Ile)-lysidine synthase activity
GO:0032298	positive regulation of DNA-dependent DNA replication initiation
GO:0032299	ribonuclease H2 complex
GO:0032300	mismatch repair complex
GO:0032324	molybdopterin cofactor biosynthetic process
GO:0032329	serine transport
GO:0032357	oxidized purine DNA binding
GO:0032361	pyridoxal phosphate catabolic process
GO:0032414	positive regulation of ion transmembrane transporter activity
GO:0032445	fructose import
GO:0032450	maltose alpha-glucosidase activity
GO:0032462	regulation of protein homooligomerization
GO:0032506	cytokinetic process
GO:0032508	DNA duplex unwinding
GO:0032549	ribonucleoside binding
GO:0032553	ribonucleotide binding
GO:0032556	pyrimidine deoxyribonucleotide binding
GO:0032559	adenyl ribonucleotide binding
GO:0032564	dATP binding
GO:0032567	dGTP binding
GO:0032774	RNA biosynthetic process
GO:0032775	DNA methylation on adenine
GO:0032781	positive regulation of ATPase activity
GO:0032790	ribosome disassembly
GO:0032794	GTPase activating protein binding
GO:0032843	hydroperoxide reductase activity
GO:0032934	sterol binding
GO:0032973	amino acid export across plasma membrane
GO:0032978	protein insertion into membrane from inner side
GO:0032984	protein-containing complex disassembly
GO:0032991	protein-containing complex
GO:0032993	protein-DNA complex
GO:0033014	tetrapyrrole biosynthetic process
GO:0033051	aminophosphonate metabolic process
GO:0033094	butane-1,4-diamine:2-oxoglutarate aminotransferase activity
GO:0033120	positive regulation of RNA splicing
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
GO:0033194	response to hydroperoxide
GO:0033195	response to alkyl hydroperoxide
GO:0033201	alpha-1,4-glucan synthase activity
GO:0033202	DNA helicase complex
GO:0033212	iron import into cell
GO:0033214	siderophore-dependent iron import into cell
GO:0033228	cysteine export across plasma membrane
GO:0033229	cysteine transmembrane transporter activity
GO:0033281	TAT protein transport complex
GO:0033296	rhamnose binding
GO:0033317	pantothenate biosynthetic process from valine
GO:0033320	UDP-D-xylose biosynthetic process
GO:0033345	asparagine catabolic process via L-aspartate
GO:0033353	S-adenosylmethionine cycle
GO:0033359	lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate
GO:0033384	geranyl diphosphate biosynthetic process
GO:0033387	putrescine biosynthetic process from ornithine
GO:0033388	putrescine biosynthetic process from arginine
GO:0033468	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
GO:0033477	S-methylmethionine metabolic process
GO:0033499	galactose catabolic process via UDP-galactose
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
GO:0033518	myo-inositol hexakisphosphate dephosphorylation
GO:0033528	S-methylmethionine cycle
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0033542	fatty acid beta-oxidation, unsaturated, even number
GO:0033543	fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway
GO:0033554	cellular response to stress
GO:0033558	protein deacetylase activity
GO:0033585	L-phenylalanine biosynthetic process from chorismate via phenylpyruvate
GO:0033587	shikimate biosynthetic process
GO:0033608	formyl-CoA transferase activity
GO:0033611	oxalate catabolic process
GO:0033613	activating transcription factor binding
GO:0033673	negative regulation of kinase activity
GO:0033677	DNA/RNA helicase activity
GO:0033680	ATP-dependent DNA/RNA helicase activity
GO:0033711	4-phosphoerythronate dehydrogenase activity
GO:0033737	1-pyrroline dehydrogenase activity
GO:0033739	preQ1 synthase activity
GO:0033743	peptide-methionine (R)-S-oxide reductase activity
GO:0033744	L-methionine:thioredoxin-disulfide S-oxidoreductase activity
GO:0033745	L-methionine-(R)-S-oxide reductase activity
GO:0033748	hydrogenase (acceptor) activity
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0033776	phenylacetone monooxygenase activity
GO:0033785	heptose 7-phosphate kinase activity
GO:0033786	heptose-1-phosphate adenylyltransferase activity
GO:0033797	selenate reductase activity
GO:0033812	3-oxoadipyl-CoA thiolase activity
GO:0033817	beta-ketoacyl-acyl-carrier-protein synthase II activity
GO:0033818	beta-ketoacyl-acyl-carrier-protein synthase III activity
GO:0033819	lipoyl(octanoyl) transferase activity
GO:0033831	kojibiose phosphorylase activity
GO:0033856	pyridoxine 5'-phosphate synthase activity
GO:0033862	UMP kinase activity
GO:0033863	ribose 1,5-bisphosphate phosphokinase activity
GO:0033883	pyridoxal phosphatase activity
GO:0033890	ribonuclease D activity
GO:0033897	ribonuclease T2 activity
GO:0033940	glucuronoarabinoxylan endo-1,4-beta-xylanase activity
GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity
GO:0033971	hydroxyisourate hydrolase activity
GO:0033982	3-dehydro-L-gulonate-6-phosphate decarboxylase activity
GO:0034015	L-ribulose-5-phosphate 3-epimerase activity
GO:0034017	trans-2-decenoyl-acyl-carrier-protein isomerase activity
GO:0034023	5-(carboxyamino)imidazole ribonucleotide mutase activity
GO:0034024	glutamate-putrescine ligase activity
GO:0034028	5-(carboxyamino)imidazole ribonucleotide synthase activity
GO:0034038	deoxyhypusine synthase activity
GO:0034039	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity
GO:0034040	lipid-transporting ATPase activity
GO:0034194	D-galactonate catabolic process
GO:0034195	L-galactonate catabolic process
GO:0034198	cellular response to amino acid starvation
GO:0034200	D,D-heptose 1,7-bisphosphate phosphatase activity
GO:0034203	glycolipid translocation
GO:0034204	lipid translocation
GO:0034213	quinolinate catabolic process
GO:0034214	protein hexamerization
GO:0034219	carbohydrate transmembrane transport
GO:0034220	ion transmembrane transport
GO:0034227	tRNA thio-modification
