engelman_met_id,PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID_UPDATED,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB
met48013,,X - 17361,Pathway missing,Pathway missing,48013,LC/MS Neg,,4840,331.177,,,,
met46994,,X - 17367,Pathway missing,Pathway missing,46994,LC/MS Neg,,2710,182.0829,,,,
met46705,,X - 17438,Pathway missing,Pathway missing,46705,LC/MS Neg,,1950,245.1393,,,,
met46706,,lithocholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4840,456.2545595,,,,
met48052,,X - 17612,Pathway missing,Pathway missing,48052,LC/MS Neg,,4308,567.3193,,,,
met46707,,X - 17653,Pathway missing,Pathway missing,46707,LC/MS Neg,,5128,365.2694,,,,
met46709,,X - 17654,Pathway missing,Pathway missing,46709,LC/MS Neg,,5200,365.2694,,,,
met48019,,X - 17655,Pathway missing,Pathway missing,48019,LC/MS Neg,,4169,421.0608,,,,
met46970,,X - 17676,Pathway missing,Pathway missing,46970,LC/MS Neg,,1485,167.0468,,,,
met48025,,X - 17685,Pathway missing,Pathway missing,48025,LC/MS Neg,,2575,233.0129,,,,
met46710,,X - 17690,Pathway missing,Pathway missing,46710,LC/MS Neg,,2904,245.0486,,,,
met47001,,X - 17692,Pathway missing,Pathway missing,47001,LC/MS Neg,,3070,370.0982,,,,
met48055,,X - 17765,Pathway missing,Pathway missing,48055,LC/MS Neg,,4582,489.2712,,,,
met46366,,"3,5-dichloro-2,6-dihydroxybenzoic acid",Xenobiotics,Chemical,63589,LC/MS Neg,100021324,4404.1,221.9486640368,,,,
met47836,,X - 18307,Pathway missing,Pathway missing,47836,LC/MS Pos Early,,2638,578.3378,,,,
met47342,,X - 18345,Pathway missing,Pathway missing,47342,LC/MS Neg,,1400,245.1145,,,,
met46687,,X - 18779,Pathway missing,Pathway missing,46687,LC/MS Neg,,1969,209.0454,,,,
met48047,,X - 18886,Pathway missing,Pathway missing,48047,LC/MS Neg,,1870,217.1085,,,,
met47301,,X - 18887,Pathway missing,Pathway missing,47301,LC/MS Neg,,2229,328.1518,,,,
met47670,,X - 18899,Pathway missing,Pathway missing,47670,LC/MS Neg,,3730,337.1427,,,,
met46690,,X - 18901,Pathway missing,Pathway missing,46690,LC/MS Neg,,3800,211.0247,,,,
met46695,,X - 18913,Pathway missing,Pathway missing,46695,LC/MS Neg,,4538,185.1182,,,,
met46368,,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",Xenobiotics,Chemical,63681,LC/MS Neg,100021707,4503,265.8981489268,,,,
met47671,,X - 18921,Pathway missing,Pathway missing,47671,LC/MS Neg,,4870,193.1236,,,,
met46700,,X - 18922,Pathway missing,Pathway missing,46700,LC/MS Neg,,4928,299.1861,,,,
met48049,,X - 18935,Pathway missing,Pathway missing,48049,LC/MS Neg,,1917,227.9976,,,,
met48050,,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2240,246.1467238167,,,,HMDB00413
met46701,,X - 19141,Pathway missing,Pathway missing,46701,LC/MS Neg,,3705,415.197,,,,
met47672,,X - 19183,Pathway missing,Pathway missing,47672,LC/MS Neg,,1665,230.0495,,,,
met47673,,X - 19299,Pathway missing,Pathway missing,47673,LC/MS Neg,,3728,227.129,,,,
met48772,,cholic acid glucuronide,Lipid,Primary Bile Acid Metabolism,62571,LC/MS Neg,100020549,4539,584.3196623839,,,,
met46261,,X - 19438,Pathway missing,Pathway missing,46261,LC/MS Neg,,1209,217.0721,,,,
met46259,,X - 21258,Pathway missing,Pathway missing,46259,LC/MS Neg,,3915,213.0232,,,,
met46294,,X - 21285,Pathway missing,Pathway missing,46294,LC/MS Neg,,4500,365.1432,,,,
met46295,,X - 21286,Pathway missing,Pathway missing,46295,LC/MS Neg,,1550,164.0355,,,,
met46356,,X - 21312,Pathway missing,Pathway missing,46356,LC/MS Neg,,2757.7,243.0337,,,,
met46359,,X - 21315,Pathway missing,Pathway missing,46359,LC/MS Neg,,3698.1,240.9139,,,,
met46363,,X - 21319,Pathway missing,Pathway missing,46363,LC/MS Neg,,4238.4,165.0924,,,,
met46384,,X - 21339,Pathway missing,Pathway missing,46384,LC/MS Neg,,5105,453.3226,,,,
met46386,,X - 21341,Pathway missing,Pathway missing,46386,LC/MS Neg,,5126,366.9012,,,,
met46388,,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",62276,LC/MS Neg,100020478,5153,196.146332,,,,
met46398,,X - 21353,Pathway missing,Pathway missing,46398,LC/MS Neg,,5196,239.1655,,,,
met46409,,X - 21364,Pathway missing,Pathway missing,46409,LC/MS Neg,,3757,213.0865,,,,
met46428,,X - 21383,Pathway missing,Pathway missing,46428,LC/MS Neg,,2448,223.0977,,,,
met46455,,X - 21410,Pathway missing,Pathway missing,46455,LC/MS Neg,,3921,385.1696,,,,
met46456,,2-ketocaprylate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63120,LC/MS Neg,100020833,3956,158.0942943157,,,,HMDB13211
met46486,,X - 21441,Pathway missing,Pathway missing,46486,LC/MS Neg,,3025.4,294.1128,,,,
met46487,,X - 21442,Pathway missing,Pathway missing,46487,LC/MS Neg,,3823,333.2077,,,,
met46493,,X - 21448,Pathway missing,Pathway missing,46493,LC/MS Neg,,3098,317.1147,,,,
met46503,,X - 21458,Pathway missing,Pathway missing,46503,LC/MS Neg,,4010,478.1988,,,,
met46512,,X - 21467,Pathway missing,Pathway missing,46512,LC/MS Neg,,4041,262.6205,,,,
met46515,,X - 21470,Pathway missing,Pathway missing,46515,LC/MS Neg,,3249,232.0595,,,,
met46516,,X - 21471,Pathway missing,Pathway missing,46516,LC/MS Neg,,4039,295.112,,,,
met46519,,glucuronide of piperine metabolite C17H21NO3 (5)*,Xenobiotics,Food Component/Plant,62292,LC/MS Neg,100020493,4039,463.184235,,,,
met46674,,X - 21607,Pathway missing,Pathway missing,46674,LC/MS Neg,,4529,167.1079,,,,
met46694,,Fibrinopeptide B (1-13)**,Peptide,Fibrinogen Cleavage Peptide,62813,LC/MS Neg,100020908,2533,1395.5578886085,,,,
met46728,,glucuronide of piperine metabolite C17H21NO3 (3)*,Xenobiotics,Food Component/Plant,62290,LC/MS Neg,100020491,3975,463.184235,,,,
met46730,,X - 21661,Pathway missing,Pathway missing,46730,LC/MS Neg,,3034,259.0093,,,,
met46898,,butyrate (4:0),Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1024,88.05243,,,C00246,HMDB00039
met46902,,X - 21733,Pathway missing,Pathway missing,46902,LC/MS Neg,,2716,248.0565,,,,
met46904,,tetradecadienedioate (C14:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62918,LC/MS Neg,100021100,3172,254.15181,,,,
met46905,,X - 21736,Pathway missing,Pathway missing,46905,LC/MS Neg,,3345,183.1392,,,,
met46906,,X - 21737,Pathway missing,Pathway missing,46906,LC/MS Neg,,3461,245.0127,,,,
met46911,,X - 21742,Pathway missing,Pathway missing,46911,LC/MS Neg,,4170,204.0819,,,,
met46923,,X - 21752,Pathway missing,Pathway missing,46923,LC/MS Neg,,5090,621.3307,,,,
met46968,,decadienedioic acid (C10:2-DC)**,Lipid,"Fatty Acid, Dicarboxylate",63685,LC/MS Neg,100021711,1290,198.08921,,,,
met46971,,N-acetyltheanine,Xenobiotics,Food Component/Plant,62711,LC/MS Neg,100020514,1515,216.1110070124,,,,
met46972,,X - 21796,Pathway missing,Pathway missing,46972,LC/MS Neg,,1625,138.0566,,,,
met46980,,X - 21803,Pathway missing,Pathway missing,46980,LC/MS Neg,,2035,212.0029,,,,
met46992,,X - 21815,Pathway missing,Pathway missing,46992,LC/MS Neg,,2620,279.0996,,,,
met46993,,X - 21816,Pathway missing,Pathway missing,46993,LC/MS Neg,,2655,113.0976,,,,
met46998,,X - 21821,Pathway missing,Pathway missing,46998,LC/MS Neg,,2930,243.0783,,,,
met47006,,X - 21829,Pathway missing,Pathway missing,47006,LC/MS Neg,,3440,245.1402,,,,
met47008,,X - 21831,Pathway missing,Pathway missing,47008,LC/MS Neg,,3480,363.1676,,,,
met47011,,X - 21834,Pathway missing,Pathway missing,47011,LC/MS Neg,,3720,229.0184,,,,
met47015,,X - 21838,Pathway missing,Pathway missing,47015,LC/MS Neg,,3910,403.1051,,,,
met47016,,X - 21839,Pathway missing,Pathway missing,47016,LC/MS Neg,,3925,452.1944,,,,
met47019,,X - 21842,Pathway missing,Pathway missing,47019,LC/MS Neg,,3990,277.0219,,,,
met47022,,X - 21845,Pathway missing,Pathway missing,47022,LC/MS Neg,,4085,356.1188,,,,
met47393,,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,62524,LC/MS Neg,100020822,971,262.014723,,,,
met47417,,X - 22162,Pathway missing,Pathway missing,47417,LC/MS Pos Early,,960,150.0583,,,,
met47739,,5-hydroxymethyl-2-furoylcarnitine*,Xenobiotics,Food Component/Plant,62871,LC/MS Pos Early,100021012,2412,285.121246,,,,
met47773,,X - 22509,Pathway missing,Pathway missing,47773,LC/MS Neg,,3562,473.1463,,,,
met47783,,X - 22519,Pathway missing,Pathway missing,47783,LC/MS Pos Early,,3490,304.2113,,,,
met47784,,X - 22520,Pathway missing,Pathway missing,47784,LC/MS Neg,,4389,263.6284,,,,
met48067,,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",Partially Characterized Molecules,Partially Characterized Molecules,63683,LC/MS Neg,100021709,5263,198.16198,,,,
met48080,,4-chlorobenzoic acid,Pathway missing,Pathway missing,63988,LC/MS Neg,,2980,154.9908,,,,
met48081,,X - 22776,Pathway missing,Pathway missing,48081,LC/MS Neg,,3615,252.0441,,,,
met48185,,X - 22834,Pathway missing,Pathway missing,48185,LC/MS Neg,,5095,448.3077,,,,
met48773,,chenodeoxycholic acid sulfate (1),Lipid,Primary Bile Acid Metabolism,63607,LC/MS Neg,100021650,4548,472.2494743287,,,,
met48774,,isoursodeoxycholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,63602,LC/MS Neg,100021647,4095,472.2494743287,,,,
met48892,,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",63357,LC/MS Neg,100020378,1392,218.1154236883,,,,HMDB00424
met48972,,X - 23276,Pathway missing,Pathway missing,48972,LC/MS Neg,,4957.5,329.2333,,,,
met48989,,"(2,4 or 2,5)-dimethylphenol sulfate",Xenobiotics,Food Component/Plant,62533,LC/MS Neg,100020519,3478,202.0299794994,,,,
met48992,,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,62873,LC/MS Neg,100002796,4886,170.130679822,,,,
met48993,,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",Partially Characterized Molecules,Partially Characterized Molecules,63616,LC/MS Neg,100021667,4856,170.130679822,,,,
met48994,,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",Partially Characterized Molecules,Partially Characterized Molecules,63615,LC/MS Neg,100021666,4807,170.130679822,,,,
met48996,,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid,63436,LC/MS Neg,100021502,4976,170.130679822,,,,
met49704,,ethyl beta-glucopyranoside,Pathway missing,Pathway missing,64131,LC/MS Pos Early,,1132,226.1283,,,,
met49228,,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2150,189.0425930962,,,,
met49459,,X - 23583,Pathway missing,Pathway missing,49459,LC/MS Pos Early,,1112,116.0707,,,,
met49461,,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1378,117.0789786025,,,,
met49463,,X - 23587,Pathway missing,Pathway missing,49463,LC/MS Pos Early,,1230,132.1018,,,,
met49469,,X - 23593,Pathway missing,Pathway missing,49469,LC/MS Pos Early,,1531,191.1023,,,,
met49512,,X - 23636,Pathway missing,Pathway missing,49512,LC/MS Pos Early,,1129,249.1076,,,,
met49513,,X - 23637,Pathway missing,Pathway missing,49513,LC/MS Pos Early,,1382,235.092,,,,
met49515,,X - 23639,Pathway missing,Pathway missing,49515,LC/MS Pos Early,,1640,134.081,,,,
met49517,,X - 23641,Pathway missing,Pathway missing,49517,LC/MS Pos Late,,910,288.2166,,,,
met49521,,X - 23644,Pathway missing,Pathway missing,49521,LC/MS Pos Early,,983,146.0809,,,,
met49525,,X - 23648,Pathway missing,Pathway missing,49525,LC/MS Pos Early,,1656,262.1029,,,,
met49526,,3-hydroxypyridine glucuronide,Xenobiotics,Chemical,63236,LC/MS Pos Early,100020591,1645,271.0692017772,,,,
met49529,,X - 23652,Pathway missing,Pathway missing,49529,LC/MS Pos Early,,1991,171.0761,,,,
met49532,,X - 23655,Pathway missing,Pathway missing,49532,LC/MS Pos Early,,2200,110.0602,,,,
met49536,,X - 23659,Pathway missing,Pathway missing,49536,LC/MS Pos Early,,2449,143.1177,,,,
met49539,,X - 23662,Pathway missing,Pathway missing,49539,LC/MS Pos Early,,2622,159.1489,,,,
met49542,,X - 23665,Pathway missing,Pathway missing,49542,LC/MS Pos Early,,2894,217.1543,,,,
met49543,,X - 23666,Pathway missing,Pathway missing,49543,LC/MS Pos Early,,2990,159.1489,,,,
met49546,,X - 23669,Pathway missing,Pathway missing,49546,LC/MS Pos Early,,3122,319.1647,,,,
met49550,,doxylamine,Xenobiotics,Drug - Respiratory,43024,LC/MS Pos Early,100003965,3277,270.1732133387,,,,HMDB01936
met49555,,X - 23678,Pathway missing,Pathway missing,49555,LC/MS Pos Late,,871,220.1362,,,,
met49557,,X - 23680,Pathway missing,Pathway missing,49557,LC/MS Pos Late,,1049,338.232,,,,
met49637,,X - 23739,Pathway missing,Pathway missing,49637,LC/MS Pos Early,,1286,262.1029,,,,
met49675,,X - 23776,Pathway missing,Pathway missing,49675,LC/MS Pos Early,,2275,146.1174,,,,
met49679,,X - 23780,Pathway missing,Pathway missing,49679,LC/MS Pos Early,,2190,144.1017,,,,
met49681,,X - 23782,Pathway missing,Pathway missing,49681,LC/MS Pos Late,,1627,349.2732,,,,
met49688,,X - 23787,Pathway missing,Pathway missing,49688,LC/MS Neg,,4343,383.1531,,,,
met52025,,X - 23997,Pathway missing,Pathway missing,52025,LC/MS Pos Early,,1634,223.0745,,,,
met52135,,X - 24106,Pathway missing,Pathway missing,52135,LC/MS Pos Late,,2172,661.5263,,,,
met52286,,X - 24243,Pathway missing,Pathway missing,52286,LC/MS Pos Early,,1003,132.0655,,,,
met52332,,3-hydroxyhippurate sulfate,Xenobiotics,Benzoate Metabolism,62530,LC/MS Neg,100020410,1142,275.0099723388,,,,
met52297,,ethyl alpha-glucopyranoside,Xenobiotics,Food Component/Plant,63152,LC/MS Pos Early,100015965,1189,208.0946882462,,,,
met52483,,X - 24295,Pathway missing,Pathway missing,52483,LC/MS Neg,,1152,217.0714,,,,
met52501,,X - 24306,Pathway missing,Pathway missing,52501,LC/MS Neg,,1232,171.0777,,,,
met52502,,X - 24307,Pathway missing,Pathway missing,52502,LC/MS Neg,,1341.5,171.0777,,,,
met52504,,X - 24309,Pathway missing,Pathway missing,52504,LC/MS Neg,,4430,321.148,,,,
met52524,,X - 24328,Pathway missing,Pathway missing,52524,LC/MS Neg,,1361.7,161.0817,,,,
met52525,,3-(3-amino-3-carboxypropyl)uridine*,Nucleotide,"Pyrimidine Metabolism, Uracil containing",62924,LC/MS Neg,100001426,1391,345.1172146023,,,,
met52533,,X - 24337,Pathway missing,Pathway missing,52533,LC/MS Neg,,1980,239.0786,,,,
met52544,,GlcNAc sulfate conjugate of C21H34O2 steroid**,Partially Characterized Molecules,Partially Characterized Molecules,63699,LC/MS Neg,100021726,4309,601.29207,,,,
met52548,,X - 24352,Pathway missing,Pathway missing,52548,LC/MS Neg,,4453.4,419.2285,,,,
met52640,,X - 24411,Pathway missing,Pathway missing,52640,LC/MS Pos Early,,1171,116.0705,,,,
met52647,,X - 24418,Pathway missing,Pathway missing,52647,LC/MS Neg,,4704,525.2693,,,,
met52636,,X - 24422,Pathway missing,Pathway missing,52636,LC/MS Pos Early,,1194,271.0921,,,,
met52655,,X - 24425,Pathway missing,Pathway missing,52655,LC/MS Pos Early,,2378,130.0974,,,,
met52665,,X - 24435,Pathway missing,Pathway missing,52665,LC/MS Neg,,6625,465.3037,,,,
met52769,,X - 24452,Pathway missing,Pathway missing,52769,LC/MS Pos Early,,2756,205.1545,,,,
met52772,,X - 24455,Pathway missing,Pathway missing,52772,LC/MS Pos Early,,2641,237.0867,,,,
met52773,,X - 24456,Pathway missing,Pathway missing,52773,LC/MS Pos Early,,2538,237.0866,,,,
met52779,,X - 24462,Pathway missing,Pathway missing,52779,LC/MS Pos Early,,1215,206.0658,,,,
met52788,,X - 24471,Pathway missing,Pathway missing,52788,LC/MS Pos Early,,2030,173.1395,,,,
met52790,,X - 24473,Pathway missing,Pathway missing,52790,LC/MS Pos Early,,1709,146.0811,,,,
met52809,,3-hydroxyphenylacetoylglutamine,Peptide,Acetylated Peptides,62733,LC/MS Pos Early,100019831,1673,280.1059216345,,,,
met52813,,X - 24494,Pathway missing,Pathway missing,52813,LC/MS Neg,,4131,479.2277,,,,
met52835,,N-carbamoylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62852,LC/MS Neg,100020351,1283,160.0847922619,,,,
met52848,,X - 24527,Pathway missing,Pathway missing,52848,LC/MS Pos Early,,2221,243.1337,,,,
met52862,,X - 24541,Pathway missing,Pathway missing,52862,LC/MS Neg,,2671,246.9922,,,,
met52863,,vanillic acid glycine,Xenobiotics,Food Component/Plant,63853,LC/MS Neg,100021363,1674,225.0637224688,,,,HMDB60026
met52865,,X - 24544,Pathway missing,Pathway missing,52865,LC/MS Neg,,4448,411.184,,,,
met52867,,X - 24546,Pathway missing,Pathway missing,52867,LC/MS Neg,,3289,231.0509,,,,
met52870,,X - 24549,Pathway missing,Pathway missing,52870,LC/MS Neg,,2610,202.0511,,,,
met52871,,X - 24550,Pathway missing,Pathway missing,52871,LC/MS Neg,,2870,471.245,,,,
met52872,,X - 24551,Pathway missing,Pathway missing,52872,LC/MS Neg,,1695,353.1458,,,,
met52873,,X - 24552,Pathway missing,Pathway missing,52873,LC/MS Neg,,2531,383.1927,,,,
met52875,,X - 24554,Pathway missing,Pathway missing,52875,LC/MS Neg,,2301,485.2246,,,,
met52876,,X - 24555,Pathway missing,Pathway missing,52876,LC/MS Neg,,2306,339.1663,,,,
met52877,,X - 24556,Pathway missing,Pathway missing,52877,LC/MS Neg,,2318,283.1191,,,,
met52878,,X - 24557,Pathway missing,Pathway missing,52878,LC/MS Neg,,2111,441.198,,,,
met52879,,X - 24558,Pathway missing,Pathway missing,52879,LC/MS Neg,,2713,427.2187,,,,
met52880,,X - 24559,Pathway missing,Pathway missing,52880,LC/MS Neg,,2084,295.14,,,,
met52881,,X - 24560,Pathway missing,Pathway missing,52881,LC/MS Neg,,3012,515.2711,,,,
met52886,,X - 24565,Pathway missing,Pathway missing,52886,LC/MS Neg,,3279,241.1449,,,,
met52891,,X - 24570,Pathway missing,Pathway missing,52891,LC/MS Neg,,3105,211.0186,,,,
met52892,,X - 24571,Pathway missing,Pathway missing,52892,LC/MS Neg,,4625,303.1454,,,,
met52893,,X - 24572,Pathway missing,Pathway missing,52893,LC/MS Neg,,2838,253.0293,,,,
met52896,,X - 24575,Pathway missing,Pathway missing,52896,LC/MS Neg,,2008,289.0926,,,,
met52897,,X - 24576,Pathway missing,Pathway missing,52897,LC/MS Neg,,3184,246.9503,,,,
met52906,,X - 24585,Pathway missing,Pathway missing,52906,LC/MS Pos Early,,2613,251.1388,,,,
met52909,,X - 24588,Pathway missing,Pathway missing,52909,LC/MS Neg,,2350,485.1672,,,,
met53065,,X - 24637,Pathway missing,Pathway missing,53065,LC/MS Neg,,2141.8,262.0134,,,,
met53097,,X - 24669,Pathway missing,Pathway missing,53097,LC/MS Neg,,4512,287.6115,,,,
met53114,,X - 24686,Pathway missing,Pathway missing,53114,LC/MS Pos Early,,1876,224.1126,,,,
met53127,,X - 24699,Pathway missing,Pathway missing,53127,LC/MS Pos Early,,2402.3,241.1544,,,,
met53157,,X - 24728,Pathway missing,Pathway missing,53157,LC/MS Pos Early,,1431,238.0376,,,,
met53172,,X - 24736,Pathway missing,Pathway missing,53172,LC/MS Pos Early,,2821,189.1345,,,,
met53266,,X - 24747,Pathway missing,Pathway missing,53266,LC/MS Neg,,4360,321.1469,,,,
met53267,,X - 24748,Pathway missing,Pathway missing,53267,LC/MS Neg,,4596,321.1469,,,,
met54695,,X - 24757,Pathway missing,Pathway missing,54695,LC/MS Neg,,2372.7,180.0665,,,,
met54703,,X - 24765,Pathway missing,Pathway missing,54703,LC/MS Pos Early,,1800,83.022,,,,
met54704,,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62853,LC/MS Pos Early,100020361,2068.7,114.0793129535,,,,HMDB00323
met54837,,"N2-acetyl,N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,63254,LC/MS Pos Early,100020545,2180,216.1473925187,,,,
met54839,,X - 24811,Pathway missing,Pathway missing,54839,LC/MS Pos Early,,2259,228.0865,,,,
met54840,,X - 24812,Pathway missing,Pathway missing,54840,LC/MS Pos Early,,2650,230.1386,,,,
met54841,,X - 24813,Pathway missing,Pathway missing,54841,LC/MS Neg,,1285.7,202.0484,,,,
met54873,,2-naphthol sulfate,Xenobiotics,Chemical,62520,LC/MS Neg,100020515,3672,224.0143294352,,,,
met54877,,X - 24849,Pathway missing,Pathway missing,54877,LC/MS Neg,,4611,313.1193,,,,
met54977,,X - 24870,Pathway missing,Pathway missing,54977,LC/MS Pos Late,,2128,719.5692,,,,
met57714,,X - 24947,Pathway missing,Pathway missing,57714,LC/MS Neg,,4518,387.1848,,,,
met57715,,pregnenetriol sulfate*,Lipid,Pregnenolone Steroids,62922,LC/MS Neg,100021103,4746,414.207611,,,,
met57716,,X - 24949,Pathway missing,Pathway missing,57716,LC/MS Neg,,4973,263.2017,,,,
met57718,,X - 24951,Pathway missing,Pathway missing,57718,LC/MS Neg,,5227,481.3534,,,,
met57719,,X - 24952,Pathway missing,Pathway missing,57719,LC/MS Neg,,5310,413.197,,,,
met57720,,X - 24953,Pathway missing,Pathway missing,57720,LC/MS Neg,,5342,439.3429,,,,
met57754,,X - 24970,Pathway missing,Pathway missing,57754,LC/MS Pos Early,,2468,161.1282,,,,
met57756,,X - 24972,Pathway missing,Pathway missing,57756,LC/MS Neg,,3880,385.1694,,,,
met57839,,"N6,N6-dimethyllysine",Pathway missing,Pathway missing,62862,LC/MS Pos Early,,2833,175.1437,,,,
met62151,,X - 25172,Pathway missing,Pathway missing,62151,LC/MS Pos Early,,1452,191.1022,,,,
